dataset,feature_name,block,variable_type,behavioural_reason,selection_status,primary_association_test,effect_size,nonmissing,missing,missing_fraction,unique_nonmissing,mean,std,min,p01,p05,p25,median,p75,p95,p99,max,level_counts_json
group_snapshot,member_distance_to_crossing_line_m_mean,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3689,1.596076405849815,0.8889616445354759,0.000701,0.0231156,0.13037500000000002,0.798135,1.7404435,2.3766945,2.849493333333333,2.967483,2.999554,
group_snapshot,member_distance_to_crossing_line_m_min,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3687,1.4297236597128151,0.9133470717215281,0.000701,0.014815,0.0732765,0.5238160000000001,1.498607,2.2221900000000003,2.833235,2.967483,2.999554,
group_snapshot,member_distance_to_crossing_line_m_max,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3687,1.766761395014901,0.9120486121323331,0.000701,0.023452399999999998,0.1353355,1.0399064999999998,2.000653,2.5361029999999998,2.915799,2.9836243000000002,2.999994,
group_snapshot,member_current_vy_mps_mean,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3688,-0.03875898095044574,1.2118940088030716,-16.241323,-3.44196355,-1.88914625,-0.41608616666666665,-0.0177565,0.29711350000000003,1.8392742499999999,4.056331799999996,9.029379,
group_snapshot,member_current_vy_mps_min,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3685,-0.4187912687618532,1.3717043999301068,-16.241323,-4.8399977000000005,-2.864302,-0.827166,-0.15535,0.064273,1.287258,3.565199399999997,9.029379,
group_snapshot,member_current_vy_mps_max,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3688,0.34235014440531025,1.4179818374336752,-16.241323,-3.0697984,-1.506631,-0.11155,0.093154,0.6227910000000001,2.8629,5.349653499999991,11.10402,
group_snapshot,member_current_speed_mps_mean,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3688,0.981470731511979,1.048434555667765,0.004511,0.024816249999999998,0.056630999999999945,0.2375641666666666,0.6804655000000001,1.3961885,2.92879825,4.839848349999998,17.279776,
group_snapshot,member_current_speed_mps_min,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3685,0.7073335060959091,0.9629051363543831,0.0015,0.009685599999999999,0.025148999999999998,0.099187,0.355029,0.9915785,2.453905,4.465788799999985,17.279776,
group_snapshot,member_current_speed_mps_max,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3690,1.2957853557301544,1.3688604311070338,0.004511,0.030910399999999998,0.070987,0.306874,0.876582,1.7712620000000001,3.9705975000000002,6.198472599999995,17.279776,
group_snapshot,member_history_mean_vy_mps_mean,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3691,-0.048001316417484556,0.5903971297070149,-2.673513333333333,-1.6130226603174607,-1.132148916666667,-0.2997790952380952,-0.0081852857142857,0.20459481785714279,0.9685279880952381,1.434298080952378,2.3452231904761907,
group_snapshot,member_history_mean_vy_mps_min,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3691,-0.20193012176577133,0.6594030997088778,-2.673513333333333,-1.8090190476190477,-1.459864761904762,-0.5454349761904761,-0.0582818571428571,0.041801119047619004,0.9108286428571429,1.3907872190476176,2.3452231904761907,
group_snapshot,member_history_mean_vy_mps_max,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3691,0.10907344328434478,0.6375514052341842,-2.673513333333333,-1.5717940196428573,-1.0675908095238096,-0.11774131696428569,0.0303593333333333,0.48155278571428545,1.160425357142857,1.661238452380952,2.3452231904761907,
group_snapshot,member_history_mean_speed_mps_mean,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3691,1.0067794689341685,0.6776572928621483,0.019114738095238,0.04896087857142851,0.0985620595238095,0.3900610476190476,0.9938125476190476,1.4686883023809523,2.154204690476191,2.8104487904761895,4.817310523809524,
group_snapshot,member_history_mean_speed_mps_min,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3690,0.8396990846996727,0.6701095995774629,0.0130389999999999,0.034977752380952375,0.0622345714285714,0.21013123809523804,0.744440761904762,1.3211480952380952,2.0067623333333335,2.6855438904761892,4.817310523809524,
group_snapshot,member_history_mean_speed_mps_max,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3691,1.1908332348979913,0.7956795388584378,0.0205928571428571,0.05826917619047611,0.11676059523809515,0.5026088333333334,1.1707904761904764,1.7039760476190478,2.545640595238096,3.3337630523809523,5.066308047619048,
group_snapshot,member_history_y_displacement_m_mean,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3690,-0.09505404340190425,1.1812125452404085,-5.456303,-3.2680573,-2.2661255000000002,-0.605772,-0.0141329999999999,0.4117491666666666,1.92592575,2.768278799999999,4.605549,
group_snapshot,member_history_y_displacement_m_min,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3690,-0.40611771118937956,1.3209152698889965,-5.456303,-3.5869563,-2.8999825,-1.0862785000000001,-0.1171440000000001,0.0880165,1.8089944999999998,2.6254911999999986,4.605549,
group_snapshot,member_history_y_displacement_m_max,member_motion,numeric,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,3691,0.22255405933351396,1.274255689488644,-5.456303,-3.175312,-2.1043700000000003,-0.231554,0.068888,0.9654545000000001,2.2974825,3.328133199999999,4.749803,
group_snapshot,member_window_low_speed_fraction_mean,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,368,0.44780779184111896,0.34139532997414385,0.0,0.0,0.0,0.1428571428571428,0.3968253968253968,0.7619047619047619,1.0,1.0,1.0,
group_snapshot,member_window_low_speed_fraction_min,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,86,0.3722580370729097,0.3452147928227514,0.0,0.0,0.0,0.0476190476190476,0.2857142857142857,0.6666666666666666,1.0,1.0,1.0,
group_snapshot,member_window_low_speed_fraction_max,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,91,0.5199658009191784,0.3698491344256403,0.0,0.0,0.0,0.1428571428571428,0.4761904761904761,0.9523809523809524,1.0,1.0,1.0,
group_snapshot,member_waiting_band_dwell_sec_mean,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,1550,7.725485511733816,16.21421576293492,0.1,0.1,0.2000000000000227,1.2999999999998182,2.85,6.85,29.324999999999985,101.89999999999995,121.6,
group_snapshot,member_waiting_band_dwell_sec_min,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,555,6.1235437550799245,15.737150253966039,0.1,0.1,0.1,0.699999999999909,1.8999999999999544,4.200000000000193,24.149999999999956,101.64999999999995,121.6,
group_snapshot,member_waiting_band_dwell_sec_max,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,750,9.275507992413976,17.598740145861253,0.1,0.1,0.2000000000000227,1.6,3.4999999999999774,9.1,36.399999999999956,106.64999999999995,127.1,
group_snapshot,member_waiting_low_speed_time_sec_mean,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,sensitivity_only,mann_whitney_u,rank_biserial,3691,0,0.0,864,5.709631665183007,14.862929437862665,0.0,0.0,0.0,0.15,1.0,4.4,24.525000000000002,93.79499999999996,108.95,
group_snapshot,member_waiting_low_speed_time_sec_min,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,sensitivity_only,mann_whitney_u,rank_biserial,3691,0,0.0,339,4.3724735843944735,13.723599077151723,0.0,0.0,0.0,0.0,0.4,2.2,18.85,88.54999999999995,104.6,
group_snapshot,member_waiting_low_speed_time_sec_max,member_waiting,numeric,Aggregated waiting behaviour may affect whether any member initiates crossing.,sensitivity_only,mann_whitney_u,rank_biserial,3691,0,0.0,431,7.041696017339475,16.67685422773263,0.0,0.0,0.0,0.2,1.3,6.2,30.95,102.91,113.7,
group_snapshot,member_history_observed_fraction_mean,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,42,0.9696805246075673,0.05442877165015089,0.7142857142857143,0.7619047619047619,0.8571428571428571,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,
group_snapshot,member_history_observed_fraction_min,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,7,0.9542645559985035,0.07412937109811596,0.7142857142857143,0.7142857142857143,0.7619047619047619,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,
group_snapshot,member_history_observed_fraction_max,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,7,0.9826734269974585,0.048503457393602234,0.7142857142857143,0.7619047619047619,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,
group_snapshot,member_history_interpolated_fraction_mean,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,35,0.02281233815661186,0.044234669862615233,0.0,0.0,0.0,0.0,0.0,0.0238095238095238,0.119047619047619,0.22380952380952235,0.2857142857142857,
group_snapshot,member_history_interpolated_fraction_min,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,7,0.012604662564023166,0.039073059662704974,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952380952,0.19523809523809083,0.2857142857142857,
group_snapshot,member_history_interpolated_fraction_max,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,7,0.03506599063358748,0.061368391085735254,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.1904761904761904,0.238095238095238,0.2857142857142857,
group_snapshot,member_history_max_unobserved_gap_sec_mean,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,35,0.05230718865709383,0.09453637364679758,0.0,0.0,0.0,0.0,0.0,0.1,0.25,0.4,0.6000000000000001,
group_snapshot,member_history_max_unobserved_gap_sec_min,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,7,0.02982931454890274,0.08333462188949435,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,
group_snapshot,member_history_max_unobserved_gap_sec_max,data_quality,numeric,Observation quality may influence reliability and is retained for audit.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,7,0.07862367921972364,0.13000251018051437,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.5,0.6000000000000001,
group_snapshot,active_vehicle_count,traffic_context,numeric,Active-area traffic volume may influence crossing opportunity.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,43,14.39962069899756,11.311379495408776,0.0,0.0,1.0,4.0,12.0,24.0,34.0,38.0,42.0,
group_snapshot,approaching_vehicle_count,traffic_context,numeric,Active-area traffic volume may influence crossing opportunity.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,34,6.316716337036033,6.703854786451843,0.0,0.0,0.0,2.0,4.0,9.0,22.0,28.0,33.0,
group_snapshot,stopped_vehicle_count,traffic_context,numeric,Active-area traffic volume may influence crossing opportunity.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,37,6.626388512598212,8.667976601424245,0.0,0.0,0.0,0.0,2.0,11.0,26.0,32.0,36.0,
group_snapshot,veh1_present,ranked_vehicle_context,binary,Top-three active-area vehicles describe immediate traffic exposure.,candidate,chi_square_or_fisher,cramers_v,3691,0,0.0,2,,,,,,,,,,,,"{""1"": 3534, ""0"": 157}"
group_snapshot,veh1_lateral_x_m,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3534,157,0.04253589813058792,3354,2.8900742125070744,1.888354097521089,-3.548645,0.12373360999999998,0.5337246,1.6874805,2.412509,4.11003075,6.98784165,7.866565400000001,10.498981,
group_snapshot,veh1_front_y_m,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3534,157,0.04253589813058792,3354,6.383473155065082,9.662022516028552,0.02575,0.15045624999999999,0.52945845,1.381176,2.8664009999999998,5.8396565,27.00280739999999,50.766839820000015,72.090198,
group_snapshot,veh1_speed_mps,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3504,187,0.050663776754267136,3308,2.4210656521118725,3.478326942172076,0.0,0.00135053,0.00567,0.02996275,0.33144949999999995,3.8092085,10.031768,14.178614949999982,25.005051,
group_snapshot,veh1_closing_speed_mps,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3534,157,0.04253589813058792,2503,2.317753201754386,3.459483603801685,0.0,0.0,0.0,0.0,0.17457050000000002,3.6604479999999997,9.939054799999994,14.007813020000004,24.986988,
group_snapshot,veh1_ttc_capped_sec,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,1592,17.456354574937073,13.893120212522874,0.0085976382723984,0.0932869720021102,0.3741274733366369,1.7405025150791922,30.0,30.0,30.0,30.0,30.0,
group_snapshot,veh1_ttc_infinite,ranked_vehicle_context,binary,Top-three active-area vehicles describe immediate traffic exposure.,candidate,chi_square_or_fisher,cramers_v,3691,0,0.0,2,,,,,,,,,,,,"{""1"": 2003, ""0"": 1688}"
group_snapshot,veh1_class,ranked_vehicle_context,categorical,Top-three active-area vehicles describe immediate traffic exposure.,candidate,chi_square_or_fisher,cramers_v,3691,0,0.0,14,,,,,,,,,,,,"{""9"": 1506, ""7"": 697, ""1"": 496, ""5"": 251, ""10"": 172, ""8"": 164, ""missing"": 157, ""3"": 130, ""2"": 47, ""0"": 26, ""4"": 17, ""13"": 16, ""11"": 9, ""6"": 3}"
group_snapshot,veh1_history_mean_front_y_m,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3534,157,0.04253589813058792,3355,8.31300693921528,11.278141507200983,0.0319394999999999,0.39618031857142855,0.6589819333333332,1.8339613124999998,3.4131747380952375,9.80674636904762,33.19775550238095,55.313492104285714,76.4291394117647,
group_snapshot,veh1_history_front_y_change_m,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3534,157,0.04253589813058792,3315,-3.900639961516695,5.805707267665507,-32.90393,-22.06391442,-16.2206443,-6.36633125,-0.2552599999999998,0.0,0.05143400000000003,0.5822015400000019,11.820016,
group_snapshot,veh1_history_observed_fraction,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,22,0.8842615886777361,0.27590032524218033,0.0,0.0,0.0476190476190476,1.0,1.0,1.0,1.0,1.0,1.0,
group_snapshot,veh2_present,ranked_vehicle_context,binary,Top-three active-area vehicles describe immediate traffic exposure.,candidate,chi_square_or_fisher,cramers_v,3691,0,0.0,2,,,,,,,,,,,,"{""1"": 3332, ""0"": 359}"
group_snapshot,veh2_lateral_x_m,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3332,359,0.09726361419669466,3167,5.206565015906363,2.0242441415598065,-3.399285,0.92080801,2.04976795,3.878597,4.9953769999999995,6.6751320000000005,8.460213549999999,10.008367080000001,11.268015,
group_snapshot,veh2_front_y_m,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3332,359,0.09726361419669466,3166,5.5606384894957985,8.653205364745721,0.013123,0.14464248000000002,0.2951548,0.98606875,2.691453,5.551452,22.756382649999995,46.66937073000003,69.883408,
group_snapshot,veh2_speed_mps,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3299,392,0.1062042806827418,3125,2.2670225786602,3.071858032861113,0.0,0.00161884,0.006657000000000001,0.036175,0.676334,3.5216135,8.836216599999998,12.625039339999997,18.373242,
group_snapshot,veh2_closing_speed_mps,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3332,359,0.09726361419669466,2344,2.1790241863745496,3.068476202084119,0.0,0.0,0.0,0.0,0.338478,3.42040625,8.77835035,12.618544,18.222914,
group_snapshot,veh2_ttc_capped_sec,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,1589,17.33969578977875,13.96411697910445,0.0082713505712375,0.08892292125299571,0.345941935360535,1.610334765748601,30.0,30.0,30.0,30.0,30.0,
group_snapshot,veh2_ttc_infinite,ranked_vehicle_context,binary,Top-three active-area vehicles describe immediate traffic exposure.,candidate,chi_square_or_fisher,cramers_v,3691,0,0.0,2,,,,,,,,,,,,"{""1"": 2006, ""0"": 1685}"
group_snapshot,veh2_class,ranked_vehicle_context,categorical,Top-three active-area vehicles describe immediate traffic exposure.,candidate,chi_square_or_fisher,cramers_v,3691,0,0.0,13,,,,,,,,,,,,"{""9"": 996, ""7"": 785, ""1"": 704, ""missing"": 359, ""5"": 201, ""10"": 190, ""8"": 164, ""3"": 120, ""2"": 86, ""13"": 39, ""11"": 31, ""0"": 14, ""6"": 2}"
group_snapshot,veh2_history_mean_front_y_m,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3332,359,0.09726361419669466,3168,7.451732310791825,10.097891400187942,0.013123,0.17140612476190473,0.3531751714285714,1.544481261904762,3.698193666666666,8.679150946741855,29.264013107142844,50.420517017500025,74.69444038095239,
group_snapshot,veh2_history_front_y_change_m,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3332,359,0.09726361419669466,3132,-3.806405239495798,5.357526840655617,-28.991298,-20.71807908,-15.56564365,-6.16692075,-0.6859964999999999,0.0,0.05421059999999987,0.38376622000000143,4.412798,
group_snapshot,veh2_history_observed_fraction,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,22,0.8434415760343694,0.3335438323136537,0.0,0.0,0.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,
group_snapshot,veh3_present,ranked_vehicle_context,binary,Top-three active-area vehicles describe immediate traffic exposure.,candidate,chi_square_or_fisher,cramers_v,3691,0,0.0,2,,,,,,,,,,,,"{""1"": 3114, ""0"": 577}"
group_snapshot,veh3_lateral_x_m,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3114,577,0.156326198862097,2956,7.480758376685935,1.8447541798406608,-3.221391,3.3089953,4.22211595,6.399474,7.6281945,8.62557,10.4804656,11.506458310000001,12.09552,
group_snapshot,veh3_front_y_m,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3114,577,0.156326198862097,2957,4.940179090558767,7.778839225582,0.011361,0.08755186,0.3036452,0.951006,2.240755,5.14385375,21.773823099999976,36.37642289999999,70.103648,
group_snapshot,veh3_speed_mps,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3091,600,0.1625575724735844,2927,2.0024842196700097,2.60449039859378,0.0,0.0019358,0.008085,0.041622000000000006,0.723701,3.297528,7.356941,10.618756599999998,15.978899,
group_snapshot,veh3_closing_speed_mps,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3114,577,0.156326198862097,2218,1.9433611785484908,2.610543341033324,0.0,0.0,0.0,0.000933,0.5464455,3.24093025,7.2922563999999985,10.499132799999995,15.946218,
group_snapshot,veh3_ttc_capped_sec,ranked_vehicle_context,numeric,Top-three active-area vehicles describe immediate traffic exposure.,candidate,mann_whitney_u,rank_biserial,3691,0,0.0,1512,17.71702411398686,14.000184965051254,0.003928804977247,0.10534450181304922,0.35014927907649096,1.4201243159333123,30.0,30.0,30.0,30.0,30.0,
