dataset,feature_1,feature_2,spearman_rho,absolute_rho,pairwise_nonmissing_n,screening_zone,automatic_deletion,review_note
individual,veh1_speed_mps,veh1_closing_speed_mps,0.8686152057249158,0.8686152057249158,26557,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,veh2_closing_speed_mps,veh2_history_front_y_change_m,-0.868032555333442,0.868032555333442,25253,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,history_interpolated_fraction,history_max_unobserved_gap_sec,0.8597494027446589,0.8597494027446589,28139,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,window_low_speed_fraction,waiting_low_speed_time_sec,0.8584456698453282,0.8584456698453282,28139,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,veh1_closing_speed_mps,veh1_history_front_y_change_m,-0.8493987553479594,0.8493987553479594,26792,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,veh2_speed_mps,veh2_history_front_y_change_m,-0.8363602478871087,0.8363602478871087,25003,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,veh3_closing_speed_mps,veh3_ttc_capped_sec,-0.8306026185280515,0.8306026185280515,23634,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,veh1_closing_speed_mps,veh1_ttc_capped_sec,-0.8286281626388706,0.8286281626388706,26792,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,veh2_closing_speed_mps,veh2_ttc_capped_sec,-0.8246422090105866,0.8246422090105866,25253,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,veh3_speed_mps,veh3_ttc_capped_sec,-0.8185724022782862,0.8185724022782862,23455,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,veh3_ttc_capped_sec,veh3_history_front_y_change_m,0.8118001380057762,0.8118001380057762,23634,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,veh1_ttc_capped_sec,veh1_history_front_y_change_m,0.8097073841657279,0.8097073841657279,26792,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,veh2_ttc_capped_sec,veh2_history_front_y_change_m,0.8079127740226363,0.8079127740226363,25253,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,stopped_vehicle_count,veh2_speed_mps,-0.8072145157697033,0.8072145157697033,25003,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,veh1_speed_mps,veh1_history_front_y_change_m,-0.8049838916059142,0.8049838916059142,26557,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,veh2_speed_mps,veh2_ttc_capped_sec,-0.8028608967403016,0.8028608967403016,25003,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,stopped_vehicle_count,veh1_speed_mps,-0.8026906996303462,0.8026906996303462,26557,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,veh1_speed_mps,veh1_ttc_capped_sec,-0.8008146982869645,0.8008146982869645,26557,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
individual,history_mean_speed_mps,waiting_low_speed_time_sec,-0.7938869727296226,0.7938869727296226,28139,below_0p80,False,
individual,active_vehicle_count,stopped_vehicle_count,0.7811469192147841,0.7811469192147841,28139,below_0p80,False,
individual,veh1_speed_mps,veh2_speed_mps,0.7762418063397615,0.7762418063397615,24817,below_0p80,False,
individual,stopped_vehicle_count,veh3_speed_mps,-0.7736631965186683,0.7736631965186683,23455,below_0p80,False,
individual,stopped_vehicle_count,veh3_history_mean_front_y_m,-0.7502464762056844,0.7502464762056844,23634,below_0p80,False,
individual,veh2_speed_mps,veh2_history_mean_front_y_m,0.747580578689384,0.747580578689384,25003,below_0p80,False,
individual,veh3_speed_mps,veh3_history_mean_front_y_m,0.7472401546912536,0.7472401546912536,23455,below_0p80,False,
individual,stopped_vehicle_count,veh2_closing_speed_mps,-0.7470169949467095,0.7470169949467095,25253,below_0p80,False,
individual,stopped_vehicle_count,veh2_history_front_y_change_m,0.7421696988255723,0.7421696988255723,25253,below_0p80,False,
individual,veh2_speed_mps,veh3_speed_mps,0.7398332553177406,0.7398332553177406,23256,below_0p80,False,
individual,veh1_speed_mps,veh1_history_mean_front_y_m,0.738251270284363,0.738251270284363,26557,below_0p80,False,
individual,stopped_vehicle_count,veh3_closing_speed_mps,-0.7249247098504454,0.7249247098504454,23634,below_0p80,False,
individual,stopped_vehicle_count,veh1_closing_speed_mps,-0.7214069091709862,0.7214069091709862,26792,below_0p80,False,
individual,stopped_vehicle_count,veh2_history_mean_front_y_m,-0.7172580306145552,0.7172580306145552,25253,below_0p80,False,
individual,stopped_vehicle_count,veh3_history_front_y_change_m,0.7156741566997875,0.7156741566997875,23634,below_0p80,False,
individual,veh2_closing_speed_mps,veh2_history_mean_front_y_m,0.714625271664472,0.714625271664472,25253,below_0p80,False,
individual,veh1_speed_mps,veh2_closing_speed_mps,0.7111373853090973,0.7111373853090973,25055,below_0p80,False,
individual,stopped_vehicle_count,veh1_history_front_y_change_m,0.7097880071789789,0.7097880071789789,26792,below_0p80,False,
individual,veh3_closing_speed_mps,veh3_history_mean_front_y_m,0.7080332017411681,0.7080332017411681,23634,below_0p80,False,
individual,veh2_history_mean_front_y_m,veh3_history_mean_front_y_m,0.7063472511918562,0.7063472511918562,23634,below_0p80,False,
individual,veh2_history_mean_front_y_m,veh2_history_front_y_change_m,-0.6985169317139404,0.6985169317139404,25253,below_0p80,False,
individual,veh3_history_mean_front_y_m,veh3_history_front_y_change_m,-0.6978667319571902,0.6978667319571902,23634,below_0p80,False,
individual,veh1_history_mean_front_y_m,veh2_history_mean_front_y_m,0.6932384835642688,0.6932384835642688,25253,below_0p80,False,
individual,veh1_speed_mps,veh2_history_front_y_change_m,-0.6921072582570997,0.6921072582570997,25055,below_0p80,False,
individual,current_speed_mps,window_low_speed_fraction,-0.687652558030055,0.687652558030055,28139,below_0p80,False,
individual,veh2_speed_mps,veh1_closing_speed_mps,0.6876246118965129,0.6876246118965129,25003,below_0p80,False,
individual,veh1_closing_speed_mps,veh1_history_mean_front_y_m,0.6857868658933199,0.6857868658933199,26792,below_0p80,False,
individual,stopped_vehicle_count,veh1_history_mean_front_y_m,-0.6842665575437247,0.6842665575437247,26792,below_0p80,False,
individual,current_speed_mps,history_mean_speed_mps,0.6789835159136746,0.6789835159136746,28139,below_0p80,False,
individual,veh2_speed_mps,veh3_history_mean_front_y_m,0.6785356449905017,0.6785356449905017,23425,below_0p80,False,
individual,veh2_speed_mps,veh3_closing_speed_mps,0.6782036128736769,0.6782036128736769,23425,below_0p80,False,
individual,veh2_speed_mps,veh1_history_front_y_change_m,-0.6719335093051568,0.6719335093051568,25003,below_0p80,False,
individual,veh1_closing_speed_mps,veh2_closing_speed_mps,0.66930120183049,0.66930120183049,25253,below_0p80,False,
individual,veh1_history_front_y_change_m,veh2_history_front_y_change_m,0.6635983642673309,0.6635983642673309,25253,below_0p80,False,
individual,veh1_history_mean_front_y_m,veh3_history_mean_front_y_m,0.663331409317534,0.663331409317534,23634,below_0p80,False,
individual,veh1_history_mean_front_y_m,veh1_history_front_y_change_m,-0.6612717514079589,0.6612717514079589,26792,below_0p80,False,
individual,veh3_speed_mps,veh2_closing_speed_mps,0.6601087622395335,0.6601087622395335,23455,below_0p80,False,
individual,veh2_speed_mps,veh1_ttc_capped_sec,-0.6596175815859533,0.6596175815859533,25003,below_0p80,False,
individual,veh2_closing_speed_mps,veh1_history_front_y_change_m,-0.6593873044796311,0.6593873044796311,25253,below_0p80,False,
individual,veh1_closing_speed_mps,veh2_history_front_y_change_m,-0.6586164320447019,0.6586164320447019,25253,below_0p80,False,
individual,veh1_speed_mps,veh2_history_mean_front_y_m,0.6582187117678073,0.6582187117678073,25055,below_0p80,False,
individual,current_vx_mps,history_x_displacement_m,0.6574697380069267,0.6574697380069267,28139,below_0p80,False,
individual,veh2_speed_mps,veh3_history_front_y_change_m,-0.6557762211819426,0.6557762211819426,23425,below_0p80,False,
individual,history_mean_speed_mps,waiting_band_dwell_sec,-0.6553594910176316,0.6553594910176316,28139,below_0p80,False,
individual,veh2_lateral_x_m,veh3_lateral_x_m,0.6538191798045954,0.6538191798045954,23634,below_0p80,False,
individual,current_vx_mps,history_mean_vx_mps,0.6526051055137493,0.6526051055137493,28139,below_0p80,False,
individual,veh3_speed_mps,veh2_history_front_y_change_m,-0.6491230197033107,0.6491230197033107,23455,below_0p80,False,
individual,window_low_speed_fraction,waiting_band_dwell_sec,0.648243097944858,0.648243097944858,28139,below_0p80,False,
individual,veh3_speed_mps,veh2_ttc_capped_sec,-0.6471293686398851,0.6471293686398851,23455,below_0p80,False,
individual,veh1_speed_mps,veh3_speed_mps,0.6445425309096765,0.6445425309096765,23309,below_0p80,False,
individual,stopped_vehicle_count,veh1_ttc_capped_sec,0.6419883510552296,0.6419883510552296,28139,below_0p80,False,
individual,current_speed_mps,waiting_low_speed_time_sec,-0.6411638836335489,0.6411638836335489,28139,below_0p80,False,
individual,veh2_closing_speed_mps,veh1_ttc_capped_sec,-0.6397389595626104,0.6397389595626104,25253,below_0p80,False,
individual,history_speed_std_mps,window_low_speed_fraction,-0.638439495655827,0.638439495655827,28139,below_0p80,False,
individual,veh1_ttc_capped_sec,veh2_history_front_y_change_m,0.6359717588956978,0.6359717588956978,25253,below_0p80,False,
individual,veh2_closing_speed_mps,veh3_history_mean_front_y_m,0.6345581470273977,0.6345581470273977,23634,below_0p80,False,
individual,active_vehicle_count,veh3_history_mean_front_y_m,-0.6342101446391056,0.6342101446391056,23634,below_0p80,False,
individual,veh3_history_mean_front_y_m,veh2_history_front_y_change_m,-0.6315603780856047,0.6315603780856047,23634,below_0p80,False,
individual,veh1_speed_mps,veh3_history_mean_front_y_m,0.6303496332050678,0.6303496332050678,23484,below_0p80,False,
individual,veh2_closing_speed_mps,veh3_closing_speed_mps,0.6292547077211463,0.6292547077211463,23634,below_0p80,False,
individual,veh2_speed_mps,veh1_history_mean_front_y_m,0.6272008019514904,0.6272008019514904,25003,below_0p80,False,
individual,active_vehicle_count,veh1_history_mean_front_y_m,-0.6229862619496722,0.6229862619496722,26792,below_0p80,False,
individual,veh3_closing_speed_mps,veh2_history_front_y_change_m,-0.6213202549190264,0.6213202549190264,23634,below_0p80,False,
individual,veh3_closing_speed_mps,veh2_ttc_capped_sec,-0.6206045924934595,0.6206045924934595,23634,below_0p80,False,
individual,active_vehicle_count,veh2_history_mean_front_y_m,-0.619262726215127,0.619262726215127,25253,below_0p80,False,
individual,approaching_vehicle_count,veh3_ttc_capped_sec,-0.619082407893607,0.619082407893607,28139,below_0p80,False,
individual,veh2_history_front_y_change_m,veh3_history_front_y_change_m,0.6171999126942973,0.6171999126942973,23634,below_0p80,False,
individual,veh1_ttc_capped_sec,veh2_ttc_capped_sec,0.6136358993945558,0.6136358993945558,28139,below_0p80,False,
individual,veh2_closing_speed_mps,veh3_history_front_y_change_m,-0.6116301323221651,0.6116301323221651,23634,below_0p80,False,
individual,veh2_ttc_capped_sec,veh3_history_front_y_change_m,0.6112870448466428,0.6112870448466428,23634,below_0p80,False,
individual,veh1_closing_speed_mps,veh2_history_mean_front_y_m,0.6043669091943538,0.6043669091943538,25253,below_0p80,False,
individual,veh2_ttc_capped_sec,veh3_ttc_capped_sec,0.6004777016614617,0.6004777016614617,28139,below_0p80,False,
individual,veh2_history_mean_front_y_m,veh1_history_front_y_change_m,-0.5989824017394937,0.5989824017394937,25253,below_0p80,False,
individual,active_vehicle_count,veh3_history_observed_fraction,0.5975462969188811,0.5975462969188811,28139,below_0p80,False,
individual,veh2_closing_speed_mps,veh1_history_mean_front_y_m,0.5966000827190654,0.5966000827190654,25253,below_0p80,False,
individual,veh1_speed_mps,veh3_closing_speed_mps,0.5913192121660655,0.5913192121660655,23484,below_0p80,False,
individual,veh3_speed_mps,veh2_history_mean_front_y_m,0.585714307765594,0.585714307765594,23455,below_0p80,False,
individual,history_speed_std_mps,waiting_low_speed_time_sec,-0.5832946870077723,0.5832946870077723,28139,below_0p80,False,
individual,veh1_history_mean_front_y_m,veh2_history_front_y_change_m,-0.5828727099077214,0.5828727099077214,25253,below_0p80,False,
individual,active_vehicle_count,veh1_speed_mps,-0.5826680462203165,0.5826680462203165,26557,below_0p80,False,
individual,veh1_closing_speed_mps,veh3_history_mean_front_y_m,0.5717386262303721,0.5717386262303721,23634,below_0p80,False,
individual,veh2_history_observed_fraction,veh3_history_observed_fraction,0.5679638076108134,0.5679638076108134,28139,below_0p80,False,
individual,veh3_front_y_m,veh1_history_mean_front_y_m,0.5663650038507205,0.5663650038507205,23634,below_0p80,False,
individual,veh3_speed_mps,veh1_ttc_capped_sec,-0.5660111042081637,0.5660111042081637,23455,below_0p80,False,
individual,veh3_history_mean_front_y_m,veh1_history_front_y_change_m,-0.565433575704386,0.565433575704386,23634,below_0p80,False,
individual,veh3_closing_speed_mps,veh2_history_mean_front_y_m,0.5633738808996513,0.5633738808996513,23634,below_0p80,False,
individual,veh1_speed_mps,veh3_history_front_y_change_m,-0.5622847235513535,0.5622847235513535,23484,below_0p80,False,
individual,veh3_front_y_m,veh2_history_mean_front_y_m,0.5621941519590113,0.5621941519590113,23634,below_0p80,False,
individual,veh3_speed_mps,veh1_closing_speed_mps,0.5609085921511213,0.5609085921511213,23455,below_0p80,False,
individual,current_speed_mps,history_speed_std_mps,0.5573563406306793,0.5573563406306793,28139,below_0p80,False,
individual,active_vehicle_count,veh2_speed_mps,-0.5527775267327314,0.5527775267327314,25003,below_0p80,False,
individual,veh3_speed_mps,veh1_history_front_y_change_m,-0.5527401281598908,0.5527401281598908,23455,below_0p80,False,
individual,veh1_speed_mps,veh2_ttc_capped_sec,-0.5508835111835343,0.5508835111835343,26557,below_0p80,False,
individual,veh2_history_mean_front_y_m,veh3_history_front_y_change_m,-0.5508281983405783,0.5508281983405783,23634,below_0p80,False,
individual,veh2_ttc_capped_sec,veh3_history_mean_front_y_m,-0.5445508422737217,0.5445508422737217,23634,below_0p80,False,
individual,stopped_vehicle_count,veh2_ttc_capped_sec,0.5444915134896443,0.5444915134896443,28139,below_0p80,False,
individual,veh3_closing_speed_mps,veh1_ttc_capped_sec,-0.5430388735056241,0.5430388735056241,23634,below_0p80,False,
individual,veh2_front_y_m,veh1_history_mean_front_y_m,0.5425830686249318,0.5425830686249318,25253,below_0p80,False,
individual,veh1_lateral_x_m,veh2_lateral_x_m,0.5417092814821375,0.5417092814821375,25253,below_0p80,False,
individual,veh2_front_y_m,veh3_history_mean_front_y_m,0.5363732061596616,0.5363732061596616,23634,below_0p80,False,
individual,history_speed_std_mps,waiting_band_dwell_sec,-0.5351764466912561,0.5351764466912561,28139,below_0p80,False,
individual,active_vehicle_count,veh1_closing_speed_mps,-0.534727284654673,0.534727284654673,26792,below_0p80,False,
individual,veh2_ttc_capped_sec,veh1_history_front_y_change_m,0.5341276638733631,0.5341276638733631,26792,below_0p80,False,
individual,veh1_closing_speed_mps,veh3_closing_speed_mps,0.532453400249094,0.532453400249094,23634,below_0p80,False,
individual,veh1_front_y_m,veh2_history_mean_front_y_m,0.5295012160268999,0.5295012160268999,25253,below_0p80,False,
individual,veh3_closing_speed_mps,veh1_history_front_y_change_m,-0.529113297603773,0.529113297603773,23634,below_0p80,False,
individual,active_vehicle_count,veh2_history_observed_fraction,0.5275277897488719,0.5275277897488719,28139,below_0p80,False,
individual,veh1_ttc_capped_sec,veh2_history_mean_front_y_m,-0.5270692043992994,0.5270692043992994,25253,below_0p80,False,
individual,veh1_ttc_capped_sec,veh3_history_front_y_change_m,0.5262368237198667,0.5262368237198667,23634,below_0p80,False,
individual,active_vehicle_count,approaching_vehicle_count,0.5238785361511803,0.5238785361511803,28139,below_0p80,False,
individual,active_vehicle_count,veh2_closing_speed_mps,-0.5213648384299576,0.5213648384299576,25253,below_0p80,False,
individual,veh2_ttc_capped_sec,veh2_history_mean_front_y_m,-0.5208719758656781,0.5208719758656781,25253,below_0p80,False,
individual,veh1_ttc_capped_sec,veh1_history_mean_front_y_m,-0.5195530013871094,0.5195530013871094,26792,below_0p80,False,
individual,veh1_history_front_y_change_m,veh3_history_front_y_change_m,0.5168698865166407,0.5168698865166407,23634,below_0p80,False,
individual,veh1_ttc_capped_sec,veh3_history_mean_front_y_m,-0.5159718815935348,0.5159718815935348,23634,below_0p80,False,
individual,veh1_closing_speed_mps,veh2_ttc_capped_sec,-0.5159678125956095,0.5159678125956095,26792,below_0p80,False,
individual,veh3_speed_mps,veh1_history_mean_front_y_m,0.5142471716052684,0.5142471716052684,23455,below_0p80,False,
individual,active_vehicle_count,veh3_front_y_m,-0.5140083521841179,0.5140083521841179,23634,below_0p80,False,
individual,active_vehicle_count,veh1_history_front_y_change_m,0.5128102313462302,0.5128102313462302,26792,below_0p80,False,
individual,veh1_closing_speed_mps,veh3_history_front_y_change_m,-0.5103824529820055,0.5103824529820055,23634,below_0p80,False,
individual,current_speed_mps,waiting_band_dwell_sec,-0.5056923407540215,0.5056923407540215,28139,below_0p80,False,
individual,stopped_vehicle_count,veh3_front_y_m,-0.5035430950841092,0.5035430950841092,23634,below_0p80,False,
individual,active_vehicle_count,veh2_front_y_m,-0.5031528416065799,0.5031528416065799,25253,below_0p80,False,
individual,stopped_vehicle_count,veh3_history_observed_fraction,0.502319445294172,0.502319445294172,28139,below_0p80,False,
individual,active_vehicle_count,veh2_history_front_y_change_m,0.5020644451030717,0.5020644451030717,25253,below_0p80,False,
individual,veh1_front_y_m,veh1_speed_mps,0.495340607262045,0.495340607262045,26557,below_0p80,False,
individual,veh3_ttc_capped_sec,veh3_history_mean_front_y_m,-0.4947714078304526,0.4947714078304526,23634,below_0p80,False,
individual,veh1_front_y_m,veh3_history_mean_front_y_m,0.49378003056772385,0.49378003056772385,23634,below_0p80,False,
individual,active_vehicle_count,veh1_front_y_m,-0.491772490918659,0.491772490918659,26792,below_0p80,False,
individual,veh2_front_y_m,veh2_speed_mps,0.49133335947297235,0.49133335947297235,25003,below_0p80,False,
individual,veh1_front_y_m,veh3_front_y_m,0.491197980918898,0.491197980918898,23634,below_0p80,False,
individual,veh2_front_y_m,veh3_front_y_m,0.49041251217960397,0.49041251217960397,23634,below_0p80,False,
individual,active_vehicle_count,veh1_history_observed_fraction,0.4887538778752752,0.4887538778752752,28139,below_0p80,False,
individual,active_vehicle_count,veh3_speed_mps,-0.4859709915365527,0.4859709915365527,23455,below_0p80,False,
individual,approaching_vehicle_count,veh2_ttc_capped_sec,-0.48049891109918175,0.48049891109918175,28139,below_0p80,False,
individual,stopped_vehicle_count,veh2_front_y_m,-0.47820897848150606,0.47820897848150606,25253,below_0p80,False,
individual,veh3_closing_speed_mps,veh1_history_mean_front_y_m,0.4775675425850364,0.4775675425850364,23634,below_0p80,False,
individual,veh2_speed_mps,veh3_ttc_capped_sec,-0.4765667338996263,0.4765667338996263,25003,below_0p80,False,
individual,veh1_front_y_m,veh2_front_y_m,0.4735022941680612,0.4735022941680612,25253,below_0p80,False,
individual,current_vy_mps,history_y_displacement_m,0.4697980120009166,0.4697980120009166,28139,below_0p80,False,
individual,current_vy_mps,history_mean_vy_mps,0.46776821924144485,0.46776821924144485,28139,below_0p80,False,
individual,veh1_history_observed_fraction,veh2_history_observed_fraction,0.4674032978507039,0.4674032978507039,28139,below_0p80,False,
individual,veh3_front_y_m,veh2_speed_mps,0.46203939091231716,0.46203939091231716,23425,below_0p80,False,
individual,veh1_history_mean_front_y_m,veh3_history_front_y_change_m,-0.4606104830869887,0.4606104830869887,23634,below_0p80,False,
individual,veh3_ttc_capped_sec,veh2_history_front_y_change_m,0.4597246478175839,0.4597246478175839,25253,below_0p80,False,
individual,veh1_history_observed_fraction,veh3_history_observed_fraction,0.45792544088808307,0.45792544088808307,28139,below_0p80,False,
individual,active_vehicle_count,veh3_closing_speed_mps,-0.45729024649330924,0.45729024649330924,23634,below_0p80,False,
individual,veh3_front_y_m,veh1_speed_mps,0.4497024083921355,0.4497024083921355,23484,below_0p80,False,
individual,veh3_front_y_m,veh3_speed_mps,0.44909538393461573,0.44909538393461573,23455,below_0p80,False,
individual,stopped_vehicle_count,veh2_history_observed_fraction,0.4473841054930952,0.4473841054930952,28139,below_0p80,False,
individual,active_vehicle_count,veh3_history_front_y_change_m,0.44469554349457907,0.44469554349457907,23634,below_0p80,False,
individual,veh2_front_y_m,veh1_speed_mps,0.4437987346868807,0.4437987346868807,25055,below_0p80,False,
individual,stopped_vehicle_count,veh1_front_y_m,-0.4423286408165937,0.4423286408165937,26792,below_0p80,False,
individual,veh2_front_y_m,veh2_closing_speed_mps,0.4414311213239705,0.4414311213239705,25253,below_0p80,False,
individual,veh2_closing_speed_mps,veh3_ttc_capped_sec,-0.4350843209634237,0.4350843209634237,25253,below_0p80,False,
individual,veh3_front_y_m,veh2_closing_speed_mps,0.43039580281496875,0.43039580281496875,23634,below_0p80,False,
individual,stopped_vehicle_count,veh1_history_observed_fraction,0.427258057318353,0.427258057318353,28139,below_0p80,False,
individual,veh1_front_y_m,veh1_closing_speed_mps,0.42520853512079987,0.42520853512079987,26792,below_0p80,False,
individual,veh3_front_y_m,veh2_history_front_y_change_m,-0.4211792613320152,0.4211792613320152,23634,below_0p80,False,
individual,veh1_ttc_capped_sec,veh3_ttc_capped_sec,0.41174779904259984,0.41174779904259984,28139,below_0p80,False,
individual,veh1_speed_mps,veh1_history_observed_fraction,-0.4109341903343987,0.4109341903343987,26557,below_0p80,False,
individual,history_speed_std_mps,history_interpolated_fraction,0.406262682328465,0.406262682328465,28139,below_0p80,False,
individual,veh1_front_y_m,veh2_speed_mps,0.40402532352713555,0.40402532352713555,25003,below_0p80,False,
individual,veh3_front_y_m,veh3_closing_speed_mps,0.4039887213575432,0.4039887213575432,23634,below_0p80,False,
individual,approaching_vehicle_count,veh3_speed_mps,0.40396322271885404,0.40396322271885404,23455,below_0p80,False,
individual,veh3_front_y_m,veh1_closing_speed_mps,0.40213236618669707,0.40213236618669707,23634,below_0p80,False,
individual,veh1_speed_mps,veh3_history_observed_fraction,-0.3993804116748718,0.3993804116748718,26557,below_0p80,False,
individual,veh2_front_y_m,veh2_history_front_y_change_m,-0.39847069605093494,0.39847069605093494,25253,below_0p80,False,
individual,veh2_front_y_m,veh1_closing_speed_mps,0.39461859918952585,0.39461859918952585,25253,below_0p80,False,
individual,veh3_front_y_m,veh1_history_front_y_change_m,-0.38966214001310745,0.38966214001310745,23634,below_0p80,False,
individual,veh1_history_mean_front_y_m,veh3_history_observed_fraction,-0.3869095714706115,0.3869095714706115,26792,below_0p80,False,
individual,veh2_ttc_capped_sec,veh1_history_mean_front_y_m,-0.3867958862996542,0.3867958862996542,26792,below_0p80,False,
individual,veh2_front_y_m,veh1_history_front_y_change_m,-0.38512602840477084,0.38512602840477084,25253,below_0p80,False,
individual,history_speed_std_mps,history_observed_fraction,-0.3841622848502823,0.3841622848502823,28139,below_0p80,False,
individual,approaching_vehicle_count,veh3_history_front_y_change_m,-0.3831692086821274,0.3831692086821274,23634,below_0p80,False,
individual,history_speed_std_mps,history_max_unobserved_gap_sec,0.3774985432841467,0.3774985432841467,28139,below_0p80,False,
individual,stopped_vehicle_count,veh3_ttc_capped_sec,0.3767075181826625,0.3767075181826625,28139,below_0p80,False,
individual,veh1_front_y_m,veh2_closing_speed_mps,0.3748799082729483,0.3748799082729483,25253,below_0p80,False,
individual,approaching_vehicle_count,veh3_closing_speed_mps,0.3718386526679388,0.3718386526679388,23634,below_0p80,False,
individual,veh1_front_y_m,veh1_history_front_y_change_m,-0.37142836563530895,0.37142836563530895,26792,below_0p80,False,
individual,history_mean_speed_mps,history_interpolated_fraction,0.3702944336997106,0.3702944336997106,28139,below_0p80,False,
individual,veh1_speed_mps,veh2_history_observed_fraction,-0.36709928361703814,0.36709928361703814,26557,below_0p80,False,
individual,veh3_front_y_m,veh3_history_front_y_change_m,-0.3660623773633429,0.3660623773633429,23634,below_0p80,False,
individual,approaching_vehicle_count,veh3_history_observed_fraction,0.36495245245348923,0.36495245245348923,28139,below_0p80,False,
individual,veh2_front_y_m,veh3_speed_mps,0.36070064346658814,0.36070064346658814,23455,below_0p80,False,
individual,veh1_front_y_m,veh2_history_front_y_change_m,-0.35991988724911617,0.35991988724911617,25253,below_0p80,False,
individual,veh1_closing_speed_mps,veh3_history_observed_fraction,-0.3557390207959553,0.3557390207959553,26792,below_0p80,False,
individual,history_mean_speed_mps,history_observed_fraction,-0.3532880586271663,0.3532880586271663,28139,below_0p80,False,
individual,approaching_vehicle_count,veh2_history_observed_fraction,0.35012663301857627,0.35012663301857627,28139,below_0p80,False,
individual,veh2_speed_mps,veh3_history_observed_fraction,-0.34778355965322766,0.34778355965322766,25003,below_0p80,False,
individual,history_mean_speed_mps,history_max_unobserved_gap_sec,0.3467198107423038,0.3467198107423038,28139,below_0p80,False,
individual,veh2_front_y_m,veh3_closing_speed_mps,0.34661477192389706,0.34661477192389706,23634,below_0p80,False,
individual,veh1_history_mean_front_y_m,veh2_history_observed_fraction,-0.34300941497098997,0.34300941497098997,26792,below_0p80,False,
individual,veh2_speed_mps,veh2_history_observed_fraction,-0.34105750445845634,0.34105750445845634,25003,below_0p80,False,
individual,veh2_front_y_m,veh3_history_front_y_change_m,-0.3350932995322373,0.3350932995322373,23634,below_0p80,False,
